,loss,accuracy,val_loss,val_accuracy
0,0.9376136064529419,0.5423750281333923,0.6565719842910767,0.5525000095367432
1,0.6543381810188293,0.5665000081062317,0.6300814747810364,0.5914999842643738
2,0.6283359527587891,0.6028749942779541,0.6074361801147461,0.6179999709129333
3,0.6142401695251465,0.6173750162124634,0.5962278842926025,0.6274999976158142
4,0.6055071949958801,0.6240000128746033,0.5914324522018433,0.6330000162124634
5,0.5946243405342102,0.6378750205039978,0.5752173066139221,0.6545000076293945
6,0.5784133076667786,0.656499981880188,0.5631398558616638,0.6700000166893005
7,0.5672760009765625,0.6675000190734863,0.5499037504196167,0.6819999814033508
8,0.5635322332382202,0.6697499752044678,0.5446714758872986,0.6880000233650208
9,0.5542051196098328,0.6819999814033508,0.5369704961776733,0.6915000081062317
10,0.5418527722358704,0.6959999799728394,0.5013816356658936,0.7225000262260437
11,0.5051670670509338,0.7266250252723694,0.46278414130210876,0.7549999952316284
12,0.47116029262542725,0.7544999718666077,0.39777499437332153,0.8134999871253967
13,0.43792322278022766,0.7741249799728394,0.3619690239429474,0.8314999938011169
14,0.40561938285827637,0.7931249737739563,0.3286208510398865,0.8454999923706055
15,0.37588363885879517,0.8076249957084656,0.2860437333583832,0.8634999990463257
16,0.35430702567100525,0.8169999718666077,0.25466009974479675,0.8725000023841858
17,0.3298425078392029,0.8226249814033508,0.22159990668296814,0.8799999952316284
18,0.2918563485145569,0.8372499942779541,0.18188230693340302,0.8945000171661377
19,0.2653818726539612,0.8508750200271606,0.1834128201007843,0.8985000252723694
20,0.24609966576099396,0.856374979019165,0.1459796130657196,0.9070000052452087
21,0.21698608994483948,0.8706250190734863,0.12546023726463318,0.9185000061988831
22,0.19591550529003143,0.8843749761581421,0.10597044229507446,0.9355000257492065
23,0.173992320895195,0.9036250114440918,0.08650920540094376,0.9484999775886536
24,0.15563520789146423,0.9138749837875366,0.08017037063837051,0.9574999809265137
25,0.1460311859846115,0.9175000190734863,0.06359727680683136,0.9660000205039978
26,0.13094928860664368,0.9300000071525574,0.05695152282714844,0.9674999713897705
27,0.11807563155889511,0.9332500100135803,0.051732148975133896,0.9735000133514404
28,0.10406441241502762,0.9388750195503235,0.0450814850628376,0.9769999980926514
29,0.10126810520887375,0.9369999766349792,0.03886443004012108,0.9775000214576721
30,0.09295076876878738,0.9416249990463257,0.03766392916440964,0.9794999957084656
31,0.08386343717575073,0.9434999823570251,0.030855553224682808,0.9829999804496765
32,0.0862111821770668,0.9424999952316284,0.027351899072527885,0.9850000143051147
33,0.07153357565402985,0.9476249814033508,0.0260686744004488,0.984000027179718
34,0.07045609503984451,0.9470000267028809,0.02449074387550354,0.9854999780654907
35,0.06769135594367981,0.9646250009536743,0.02322019822895527,0.9884999990463257
36,0.06052003428339958,0.9729999899864197,0.02114814892411232,0.9884999990463257
37,0.06907031685113907,0.9712499976158142,0.022989872843027115,0.9900000095367432
38,0.05799358710646629,0.9750000238418579,0.020098062232136726,0.9890000224113464
39,0.058618124574422836,0.9733750224113464,0.0215909406542778,0.9884999990463257
40,0.05513092130422592,0.9760000109672546,0.02054564468562603,0.9890000224113464
41,0.04968354105949402,0.9794999957084656,0.018255360424518585,0.9904999732971191
42,0.04907868057489395,0.9801250100135803,0.018352605402469635,0.9909999966621399
43,0.050229623913764954,0.9797499775886536,0.015893911942839622,0.9915000200271606
44,0.044105540961027145,0.9833750128746033,0.013365251943469048,0.9929999709129333
45,0.04979919269680977,0.9804999828338623,0.013121519237756729,0.9940000176429749
46,0.03790093585848808,0.9852499961853027,0.008864901028573513,0.9944999814033508
47,0.0362507626414299,0.9862499833106995,0.008627383038401604,0.9944999814033508
48,0.0446784570813179,0.9837499856948853,0.009566100314259529,0.9940000176429749
49,0.0369819737970829,0.9861249923706055,0.007411617785692215,0.9944999814033508
50,0.03454447537660599,0.9868749976158142,0.012280217371881008,0.9934999942779541
51,0.031450193375349045,0.9858750104904175,0.007801998872309923,0.9944999814033508
52,0.026995904743671417,0.9897500276565552,0.0063344016671180725,0.9950000047683716
53,0.03264091908931732,0.987625002861023,0.005702388472855091,0.9959999918937683
54,0.027076195925474167,0.9897500276565552,0.010336811654269695,0.9944999814033508
55,0.02762196958065033,0.9884999990463257,0.0042841630056500435,0.996999979019165
56,0.0262388177216053,0.9888749718666077,0.004274272359907627,0.996999979019165
57,0.026768600568175316,0.9882500171661377,0.005550569389015436,0.9959999918937683
58,0.028468262404203415,0.9904999732971191,0.007479981519281864,0.9955000281333923
59,0.02385845221579075,0.9909999966621399,0.006748214829713106,0.9955000281333923
60,0.02501322142779827,0.9900000095367432,0.00515194283798337,0.996999979019165
61,0.024381089955568314,0.9904999732971191,0.005222301464527845,0.9965000152587891
62,0.025302492082118988,0.9916250109672546,0.00464328657835722,0.996999979019165
63,0.021363647654652596,0.9926249980926514,0.0035450225695967674,0.9975000023841858
64,0.024710645899176598,0.9904999732971191,0.005650813691318035,0.996999979019165
65,0.022603746503591537,0.9922500252723694,0.0036127439234405756,0.9980000257492065
66,0.017212336882948875,0.9931250214576721,0.0034316107630729675,0.9975000023841858
67,0.02403370290994644,0.9913750290870667,0.003333921544253826,0.9980000257492065
68,0.030288849025964737,0.9886249899864197,0.0032411194406449795,0.9980000257492065
69,0.020926138386130333,0.9922500252723694,0.004660510458052158,0.9975000023841858
70,0.018103044480085373,0.9931250214576721,0.003274105954915285,0.9980000257492065
71,0.01974986307322979,0.9931250214576721,0.0033021867275238037,0.9980000257492065
72,0.01691247709095478,0.9940000176429749,0.0030760967638343573,0.9980000257492065
73,0.015294266864657402,0.9944999814033508,0.0031490602996200323,0.9980000257492065
74,0.013683623634278774,0.9948750138282776,0.0035584275610744953,0.9980000257492065
75,0.015566814690828323,0.9948750138282776,0.003738872706890106,0.9980000257492065
76,0.014903748407959938,0.9941250085830688,0.0032403687946498394,0.9980000257492065
77,0.015231762081384659,0.9937499761581421,0.003885734360665083,0.9980000257492065
78,0.016998840495944023,0.9946249723434448,0.0036445846781134605,0.9980000257492065
79,0.014763745479285717,0.9938750267028809,0.0023376522585749626,0.9990000128746033
80,0.01773983985185623,0.9937499761581421,0.002340467181056738,0.9990000128746033
81,0.017888987436890602,0.9934999942779541,0.002618968952447176,0.9984999895095825
82,0.019613081589341164,0.9926249980926514,0.008462279103696346,0.9955000281333923
83,0.01551107969135046,0.9941250085830688,0.002884334186092019,0.9990000128746033
84,0.015828067436814308,0.9938750267028809,0.0028037475422024727,0.9990000128746033
85,0.013228398747742176,0.9951249957084656,0.0022146739065647125,0.9990000128746033
86,0.015158002264797688,0.9941250085830688,0.002122557954862714,0.9990000128746033
87,0.014741765335202217,0.9946249723434448,0.0027967181522399187,0.9990000128746033
88,0.01190667413175106,0.9965000152587891,0.005744341295212507,0.996999979019165
89,0.013797364197671413,0.9957500100135803,0.0025128654669970274,0.9984999895095825
90,0.017590366303920746,0.9942499995231628,0.010360597632825375,0.9955000281333923
91,0.012579461559653282,0.996749997138977,0.0021144060883671045,0.9994999766349792
92,0.011073097586631775,0.9965000152587891,0.002188507467508316,0.9984999895095825
