,loss,accuracy,val_loss,val_accuracy
0,0.43008607625961304,0.8381249904632568,0.12303493916988373,0.9629999995231628
1,0.0797932893037796,0.9737499952316284,0.0481884628534317,0.9850000143051147
2,0.03377217426896095,0.9892500042915344,0.02363329753279686,0.9904999732971191
3,0.023514050990343094,0.9932500123977661,0.012245427817106247,0.9944999814033508
4,0.016278749331831932,0.9951249957084656,0.008127943612635136,0.9990000128746033
5,0.010012302547693253,0.9963750243186951,0.006852157413959503,0.9975000023841858
6,0.008568457327783108,0.996874988079071,0.0027681048959493637,0.9994999766349792
7,0.008215829730033875,0.9978749752044678,0.009012993425130844,0.9980000257492065
8,0.007124809548258781,0.9981250166893005,0.009291431866586208,0.9959999918937683
9,0.005208826158195734,0.9978749752044678,0.0049948254600167274,0.9975000023841858
10,0.005991356447339058,0.9981250166893005,0.0061283721588552,0.9975000023841858
11,0.007819986902177334,0.9973750114440918,0.041718240827322006,0.9890000224113464
12,0.017851578071713448,0.9938750267028809,0.01051671989262104,0.9959999918937683
13,0.005044303834438324,0.9981250166893005,0.001166037400253117,1.0
14,0.00264955242164433,0.9993749856948853,0.0013097201008349657,0.9994999766349792
15,0.0028464102651923895,0.9992499947547913,0.002502902876585722,0.9990000128746033
16,0.0017980079865083098,0.9994999766349792,0.003503849497064948,0.9980000257492065
17,0.0011620511068031192,0.999625027179718,0.000892762269359082,0.9994999766349792
18,0.005174464546144009,0.9988750219345093,0.004366254899650812,0.9990000128746033
19,0.004817446693778038,0.9986249804496765,0.003112702164798975,0.9990000128746033
20,0.009355204179883003,0.9972500205039978,0.002435925416648388,0.9990000128746033
21,0.0027981826569885015,0.9991250038146973,0.0015887654153630137,0.9994999766349792
22,0.00475757522508502,0.9983749985694885,0.011640775017440319,0.9950000047683716
23,0.012711528688669205,0.9961249828338623,0.0007743622409179807,1.0
24,0.0009752569603733718,0.999750018119812,0.0003938967711292207,1.0
25,0.002546201692894101,0.9994999766349792,0.001666541793383658,0.9994999766349792
26,0.001158501603640616,0.999750018119812,0.00032253871904686093,1.0
27,0.001919534639455378,0.9993749856948853,0.00039522486622445285,1.0
28,0.0002660780446603894,1.0,0.00011898350931005552,1.0
29,0.00010219740215688944,1.0,0.00024389855389017612,1.0
30,8.154064562404528e-05,1.0,0.00022726466704625636,1.0
31,0.0016065239906311035,0.999750018119812,0.0004351856478024274,1.0
32,0.003041438292711973,0.9992499947547913,0.00032753334380686283,1.0
33,0.0027306952979415655,0.9993749856948853,0.0011887679575011134,0.9994999766349792
34,0.0009794589132070541,0.999750018119812,0.0008538439869880676,1.0
35,0.0005748984985984862,0.999875009059906,0.00013375333219300956,1.0
36,0.00226099812425673,0.9991250038146973,0.003600412979722023,0.9980000257492065
37,0.0016549566062167287,0.999625027179718,0.001278429408557713,0.9994999766349792
38,9.547957597533241e-05,1.0,0.0007875689188949764,0.9994999766349792
39,0.004345349967479706,0.9983749985694885,0.00016748531197663397,1.0
40,0.0031061526387929916,0.9991250038146973,0.017278721556067467,0.9944999814033508
